ID,Target,Laagste_beoordeling
cipher-tls1_2_xc02f,vanderveen.nl/213.136.12.251,Voldoende
cipher-tls1_2_xc030,vanderveen.nl/213.136.12.251,Voldoende
cipher-tls1_2_xc028,vanderveen.nl/213.136.12.251,Voldoende
cipher-tls1_2_xc027,vanderveen.nl/213.136.12.251,Voldoende
cipher-tls1_3_x1302,vanderveen.nl/213.136.12.251,Goed
cipher-tls1_3_x1301,vanderveen.nl/213.136.12.251,Goed
cipher-tls1_3_x1303,vanderveen.nl/213.136.12.251,Goed
